slno,station,agency,state_lgd_code,state,district_lgd_code,district,tehsil,block,village,river,basin,tributary,subtributary,subsubtributary,local_river,latitude,longitude,data_acquisition_time,biochemical_oxygen_demand_mg_l,chemical_oxygen_demand_mg_l,fecal_coliform_mpn_100ml,total_coliform_mpn_100ml,source_file,dissolved_oxygen,bod,ph,temperature,conductivity,nitrate,fecal_coliform,total_coliform,fecal_streptococci,turbidity,cod,total_dissolved_solids,station_name,river_name,sampling_date,month,year,season,available_compliance_label,strict_compliance_label,core_parameter_count,available_compliance_parameters,missing_required_parameters,label_confidence,violation_reasons,violation_count,risk_score,risk_category,risk_confidence
62,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,11-02-2023 08:00,1.4,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.4,,,,,,,,,1.4,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
63,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,21-02-2023 08:00,1.0,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.0,,,,,,,,,1.0,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
64,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-03-2023 08:00,2.2,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.2,,,,,,,,,2.2,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
65,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,13-03-2023 08:00,1.2,,170.0,16000.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.2,,,,,170.0,16000.0,,,1.2,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
66,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,21-03-2023 08:00,0.8,,18.0,240.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,0.8,,,,,18.0,240.0,,,0.8,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
67,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-04-2023 08:00,1.2,,68.0,170.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.2,,,,,68.0,170.0,,,1.2,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
68,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,11-04-2023 08:00,2.2,,320.0,940.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.2,,,,,320.0,940.0,,,2.2,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
69,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,21-04-2023 08:00,4.2,,40.0,1100.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,4.2,,,,,40.0,1100.0,,,4.2,,,,,,,,Non-Compliant,Insufficient_Data,1,BOD,"DO, pH",Low,BOD (4.2 > 3),1,2.55,Low Risk,Low
70,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-05-2023 08:00,1.4,,92.0,390.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.4,,,,,92.0,390.0,,,1.4,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
71,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,11-05-2023 08:00,2.6,,390.0,68.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.6,,,,,390.0,68.0,,,2.6,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
72,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,22-05-2023 08:00,3.6,,68.0,220.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,3.6,,,,,68.0,220.0,,,3.6,,,,,,,,Non-Compliant,Insufficient_Data,1,BOD,"DO, pH",Low,BOD (3.6 > 3),1,1.28,Low Risk,Low
73,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-06-2023 08:00,2.6,,330.0,490.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.6,,,,,330.0,490.0,,,2.6,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
74,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,12-06-2023 08:00,2.8,,45.0,2800.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.8,,,,,45.0,2800.0,,,2.8,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
75,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,21-06-2023 08:00,3.0,,68.0,330.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,3.0,,,,,68.0,330.0,,,3.0,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
76,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-07-2023 08:00,3.6,,170.0,330.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,3.6,,,,,170.0,330.0,,,3.6,,,,,,,,Non-Compliant,Insufficient_Data,1,BOD,"DO, pH",Low,BOD (3.6 > 3),1,1.28,Low Risk,Low
77,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,11-07-2023 08:00,3.6,,140.0,320.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,3.6,,,,,140.0,320.0,,,3.6,,,,,,,,Non-Compliant,Insufficient_Data,1,BOD,"DO, pH",Low,BOD (3.6 > 3),1,1.28,Low Risk,Low
78,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-08-2023 08:00,1.6,,140.0,5400.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.6,,,,,140.0,5400.0,,,1.6,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
79,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,16-08-2023 08:00,2.6,,20.0,1400.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.6,,,,,20.0,1400.0,,,2.6,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
80,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,21-08-2023 08:00,2.8,,40.0,1700.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.8,,,,,40.0,1700.0,,,2.8,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
81,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-09-2023 08:00,2.4,,110.0,170.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.4,,,,,110.0,170.0,,,2.4,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
82,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,11-09-2023 08:00,2.2,,210.0,460.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.2,,,,,210.0,460.0,,,2.2,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
83,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,21-09-2023 08:00,2.2,,140.0,390.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.2,,,,,140.0,390.0,,,2.2,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
84,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,03-10-2023 08:00,2.0,,260.0,3500.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.0,,,,,260.0,3500.0,,,2.0,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
85,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,11-10-2023 08:00,2.2,,210.0,2800.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.2,,,,,210.0,2800.0,,,2.2,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
86,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,13-11-2023 08:00,2.0,,92.0,210.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.0,,,,,92.0,210.0,,,2.0,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
87,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,21-11-2023 08:00,2.2,,140.0,330.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.2,,,,,140.0,330.0,,,2.2,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
88,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-12-2023 08:00,2.8,,18.0,210.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.8,,,,,18.0,210.0,,,2.8,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
89,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,11-12-2023 08:00,2.6,,140.0,330.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.6,,,,,140.0,330.0,,,2.6,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
90,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,11-01-2024 08:00,1.4,,170.0,330.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.4,,,,,170.0,330.0,,,1.4,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
91,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,09-05-2024 08:00,2.8,,170.0,390.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.8,,,,,170.0,390.0,,,2.8,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
92,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,11-06-2024 08:00,2.8,,260.0,1400.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.8,,,,,260.0,1400.0,,,2.8,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
93,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,21-06-2024 08:00,1.6,,170.0,2200.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.6,,,,,170.0,2200.0,,,1.6,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
94,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-08-2024 08:00,1.2,,260.0,1400.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.2,,,,,260.0,1400.0,,,1.2,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
95,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,12-08-2024 08:00,1.9,,330.0,2200.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.9,,,,,330.0,2200.0,,,1.9,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
96,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,21-08-2024 08:00,1.2,,270.0,1700.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.2,,,,,270.0,1700.0,,,1.2,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
97,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,02-09-2024 08:00,2.3,,170.0,1700.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.3,,,,,170.0,1700.0,,,2.3,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
98,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,11-09-2024 08:00,2.9,,260.0,1400.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.9,,,,,260.0,1400.0,,,2.9,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
99,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,21-09-2024 08:00,2.7,,140.0,1700.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.7,,,,,140.0,1700.0,,,2.7,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
100,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-10-2024 08:00,2.3,,260.0,1400.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.3,,,,,260.0,1400.0,,,2.3,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
101,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,10-10-2024 08:00,2.5,,330.0,2200.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.5,,,,,330.0,2200.0,,,2.5,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
102,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,21-10-2024 08:00,2.7,,170.0,1700.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.7,,,,,170.0,1700.0,,,2.7,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
103,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,04-11-2024 08:00,1.2,,170.0,2200.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.2,,,,,170.0,2200.0,,,1.2,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
104,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,11-11-2024 08:00,2.8,,260.0,1400.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.8,,,,,260.0,1400.0,,,2.8,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
105,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,21-11-2024 08:00,1.6,,140.0,1700.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.6,,,,,140.0,1700.0,,,1.6,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
106,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,02-12-2024 08:00,2.8,,1400.0,170.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.8,,,,,1400.0,170.0,,,2.8,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
107,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,11-12-2024 08:00,3.0,,170.0,1700.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,3.0,,,,,170.0,1700.0,,,3.0,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
108,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,20-12-2024 08:00,2.4,,330.0,2200.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.4,,,,,330.0,2200.0,,,2.4,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
109,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-01-2025 08:00,1.0,,270.0,1700.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.0,,,,,270.0,1700.0,,,1.0,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
110,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,10-01-2025 08:00,1.6,,330.0,2200.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.6,,,,,330.0,2200.0,,,1.6,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
111,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,21-01-2025 08:00,1.0,,170.0,1700.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.0,,,,,170.0,1700.0,,,1.0,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
112,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-02-2025 08:00,1.7,,260.0,1400.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.7,,,,,260.0,1400.0,,,1.7,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
113,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,11-02-2025 08:00,1.9,,330.0,2200.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.9,,,,,330.0,2200.0,,,1.9,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
114,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,21-02-2025 08:00,1.1,,170.0,1700.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.1,,,,,170.0,1700.0,,,1.1,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
115,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-03-2025 08:00,3.7,,140.0,940.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,3.7,,,,,140.0,940.0,,,3.7,,,,,,,,Non-Compliant,Insufficient_Data,1,BOD,"DO, pH",Low,BOD (3.7 > 3),1,1.49,Low Risk,Low
116,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,11-03-2025 08:00,2.1,,330.0,2200.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.1,,,,,330.0,2200.0,,,2.1,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
117,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,21-03-2025 08:00,3.7,,260.0,1400.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,3.7,,,,,260.0,1400.0,,,3.7,,,,,,,,Non-Compliant,Insufficient_Data,1,BOD,"DO, pH",Low,BOD (3.7 > 3),1,1.49,Low Risk,Low
118,Alladupalli,CWC,28,Andhra Pradesh,504,CUDDAPAH,CHAPADU,-,-,Pennar,Pennar,Kunderu,-,-,Kunderu,14.71722222,78.66861111,01-04-2025 08:00,2.3,,110.0,460.0,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,2.3,,,,,110.0,460.0,,,2.3,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
119,Anakapalli,CWC,28,Andhra Pradesh,520,VISAKHAPATNAM,VISAKHAPATNAM(R),-,-,Duplicate-Sarada,East flowing rivers between Mahanadi and Pennar,-,-,-,Sarada,17.68888889,82.99638889,02-01-2021 09:14,1.86,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.86,,,,,,,,,1.86,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
120,Anakapalli,CWC,28,Andhra Pradesh,520,VISAKHAPATNAM,VISAKHAPATNAM(R),-,-,Duplicate-Sarada,East flowing rivers between Mahanadi and Pennar,-,-,-,Sarada,17.68888889,82.99638889,02-02-2021 09:11,1.86,,,,swq_biological_parameter_manual_cwc_ap_2021_2025.csv,,1.86,,,,,,,,,1.86,,,,,,,,Compliant_Based_On_Available_Parameters,Insufficient_Data,1,BOD,"DO, pH",Low,None,0,0.0,Low Risk,Low
