station_name,river_name,state,district,month,predicted_compliance_label,predicted_non_compliance_probability,risk_score,risk_category,violation_reasons,label_confidence,top_5_model_drivers,rule_based_explanation,final_human_readable_explanation
"Krishna river at Walwa, D/s of Islampur near Vithal Temple, Village. Walwa, Taluka. Walwa, District. Sangli.",Krishna,,Sangli,Aug,Compliant,0.0,0.0,Low Risk,,High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.,"Station Krishna river at Walwa, D/s of Islampur near Vithal Temple, Village. Walwa, Taluka. Walwa, District. Sangli. is predicted Compliant. Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Krishna River at krishna ghat, miraj Dist-Sangli",Krishna,,Sangli,Aug,Compliant,0.0,0.0,Low Risk,,High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.,"Station Krishna River at krishna ghat, miraj Dist-Sangli is predicted Compliant. Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Vashishti river at D/s of Three M Paper Mills near Chiplun water intake  jackwell,  Village. Kherdi, Taluka. Chiplun, District. Ratnagiri.",Vashishti,,Ratnagiri,Aug,Compliant,0.0,0.0,Low Risk,,High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.,"Station Vashishti river at D/s of Three M Paper Mills near Chiplun water intake  jackwell,  Village. Kherdi, Taluka. Chiplun, District. Ratnagiri. is predicted Compliant. Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Karambavane creek at Chiplun, Village. Karambavane, Taluka. Chiplun, District. Ratnagiri.",Karambavane,,Ratnagiri,Aug,Compliant,0.0,0.0,Low Risk,,High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.,"Station Karambavane creek at Chiplun, Village. Karambavane, Taluka. Chiplun, District. Ratnagiri. is predicted Compliant. Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Sarwali Creek, Village. Sarwali, Taluka. Palghar, District. Thane.",Sarwali,,Thane,Aug,Compliant,0.0,0.0,Low Risk,,High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.,"Station Sarwali Creek, Village. Sarwali, Taluka. Palghar, District. Thane. is predicted Compliant. Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Bhatsa river at D/s of Pise Dam, Village. Pise, Taluka. Bhiwandi, District. Thane.",Bhatsa,,Thane,Aug,Compliant,0.0,0.0,Low Risk,,High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.,"Station Bhatsa river at D/s of Pise Dam, Village. Pise, Taluka. Bhiwandi, District. Thane. is predicted Compliant. Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Wardha river at Pulgaon Railway Bridge, Village. Pulgaon,Taluka . Wardha, District. Wardha.",Wardha,,Nagpur,Aug,Compliant,0.0,0.0,Low Risk,,High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.,"Station Wardha river at Pulgaon Railway Bridge, Village. Pulgaon,Taluka . Wardha, District. Wardha. is predicted Compliant. Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Wena river at U/s of Mohata Mills, near Railway bridge on Wardha  Chandrapur Railway line, Village. Hinganghat, Taluka. Hinganghat, District. Wardha.",Wena,,Nagpur,Aug,Compliant,0.0,0.0,Low Risk,,High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.,"Station Wena river at U/s of Mohata Mills, near Railway bridge on Wardha  Chandrapur Railway line, Village. Hinganghat, Taluka. Hinganghat, District. Wardha. is predicted Compliant. Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Krishna river at Krishna bridge, ( Krishna river at NH.4 bridge ) Village. Karad, Taluka. Karad, District. Satara.",Krishna,,Satara,Aug,Compliant,0.0,0.0,Low Risk,,High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.,"Station Krishna river at Krishna bridge, ( Krishna river at NH.4 bridge ) Village. Karad, Taluka. Karad, District. Satara. is predicted Compliant. Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Krishna river at Maighat, Village. Gawali gally, Taluka. Miraj,  District. Sangli.",Krishna,,Sangli,Aug,Compliant,0.0,0.0,Low Risk,,High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.,"Station Krishna river at Maighat, Village. Gawali gally, Taluka. Miraj,  District. Sangli. is predicted Compliant. Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Savitri river Jackwell at Upsa kendre , Village. Nangalwadi, Taluka. Mahad, District. Raigad.",Savitri,,Raigad,Aug,Compliant,0.0,0.0,Low Risk,,High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.,"Station Savitri river Jackwell at Upsa kendre , Village. Nangalwadi, Taluka. Mahad, District. Raigad. is predicted Compliant. Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Savitri river at Muthavali village,  Village. Muthavali, Taluka. Mahad, District. Raigad.",Savitri,,Raigad,Aug,Compliant,0.0,0.0,Low Risk,,High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.,"Station Savitri river at Muthavali village,  Village. Muthavali, Taluka. Mahad, District. Raigad. is predicted Compliant. Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Kundalika river at Are Khurd (Saline zone), Village.Arekhurd,Taluka. Roha, District. Raigad.",Kundalika,,Raigad,Aug,Compliant,0.0,0.0,Low Risk,,High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.,"Station Kundalika river at Are Khurd (Saline zone), Village.Arekhurd,Taluka. Roha, District. Raigad. is predicted Compliant. Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Amba river at D/s of Waken bridge, Village. Waken phata, Taluka. Roha, District. Raigad. ( u/s of the jackwells of M/s Supreme Petrochemicals & MIDC )",Amba,,Raigad,Aug,Compliant,0.0,0.0,Low Risk,,High,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']",Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial.,"Station Amba river at D/s of Waken bridge, Village. Waken phata, Taluka. Roha, District. Raigad. ( u/s of the jackwells of M/s Supreme Petrochemicals & MIDC ) is predicted Compliant. Label is 'Compliant_Based_On_Available_Parameters'. Measured core values are within limits but data may be partial. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Girna river at Malegaon road bridge, Village. Malegaon, Taluka. Malegaon, District. Nashik.",Girna,,Nashik,Aug,Compliant,0.0,,Unknown,,Insufficient,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']","Insufficient core data (DO, BOD, pH all missing) to evaluate compliance.","Station Girna river at Malegaon road bridge, Village. Malegaon, Taluka. Malegaon, District. Nashik. is predicted Compliant. Insufficient core data (DO, BOD, pH all missing) to evaluate compliance. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Bori river, D/S of Amalner, Village. Amalner, Taluka. Jalgaon, District. Jalgaon.",Bori,,Jalgaon,Aug,Compliant,0.0,,Unknown,,Insufficient,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']","Insufficient core data (DO, BOD, pH all missing) to evaluate compliance.","Station Bori river, D/S of Amalner, Village. Amalner, Taluka. Jalgaon, District. Jalgaon. is predicted Compliant. Insufficient core data (DO, BOD, pH all missing) to evaluate compliance. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Hiwara river at  D/S of Pachora, Village. Pachora,Taluka. Jalgaon,District. Jalgaon.",Hiwara,,Jalgaon,Aug,Compliant,0.0,,Unknown,,Insufficient,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']","Insufficient core data (DO, BOD, pH all missing) to evaluate compliance.","Station Hiwara river at  D/S of Pachora, Village. Pachora,Taluka. Jalgaon,District. Jalgaon. is predicted Compliant. Insufficient core data (DO, BOD, pH all missing) to evaluate compliance. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Mor river  near Padalashe, Village. Padalashe,Taluka. Jalgaon, District. Jalgaon.",Mor,,Jalgaon,Aug,Compliant,0.0,,Unknown,,Insufficient,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']","Insufficient core data (DO, BOD, pH all missing) to evaluate compliance.","Station Mor river  near Padalashe, Village. Padalashe,Taluka. Jalgaon, District. Jalgaon. is predicted Compliant. Insufficient core data (DO, BOD, pH all missing) to evaluate compliance. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Titur river at  D/S of Chalisgaon, Village. Chalisgaon,Taluka. Jalgaon,District. Jalgaon.",Titur,,Jalgaon,Aug,Compliant,0.0,,Unknown,,Insufficient,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']","Insufficient core data (DO, BOD, pH all missing) to evaluate compliance.","Station Titur river at  D/S of Chalisgaon, Village. Chalisgaon,Taluka. Jalgaon,District. Jalgaon. is predicted Compliant. Insufficient core data (DO, BOD, pH all missing) to evaluate compliance. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
"Burai river before confluence to Tapi river, Village. Mukudas, Taluka. Dhule, District. Dhule.",Burai,,Dhule,Aug,Compliant,0.0,,Unknown,,Insufficient,"['bod', 'dissolved_oxygen', 'ph', 'temperature', 'conductivity']","Insufficient core data (DO, BOD, pH all missing) to evaluate compliance.","Station Burai river before confluence to Tapi river, Village. Mukudas, Taluka. Dhule, District. Dhule. is predicted Compliant. Insufficient core data (DO, BOD, pH all missing) to evaluate compliance. Top model drivers: bod, dissolved_oxygen, ph, temperature, conductivity."
